sep=;
Series;Time;Value
name;2017-03-07T02:17:04.000Z;0.32154850363636855
name;2017-03-07T02:17:14.000Z;0.2688809477272739
name;2017-03-07T02:17:24.000Z;0.2783703306818191
name;2017-03-07T02:17:34.000Z;0.26955464250000216
name;2017-03-07T02:17:44.000Z;0.26331462977272674
name;2017-03-07T02:17:54.000Z;0.20432765113636597
name;2017-03-07T02:18:04.000Z;0.22987392568181858
name;2017-03-07T02:18:14.000Z;0.22846394659090724
name;2017-03-07T02:18:24.000Z;6.190543621363635
name;2017-03-07T02:18:34.000Z;24.843435060454542
name;2017-03-07T02:18:44.000Z;42.400453874968505
name;2017-03-07T02:18:54.000Z;61.69110687649481
name;2017-03-07T02:19:04.000Z;78.83284711359705
name;2017-03-07T02:19:14.000Z;96.66198727916291
name;2017-03-07T02:19:24.000Z;98.32183198772728
name;2017-03-07T02:19:34.000Z;100.59956666136365
name;2017-03-07T02:19:44.000Z;99.20904358886361
name;2017-03-07T02:19:54.000Z;99.6673598933617
name;2017-03-07T02:20:04.000Z;98.54043375931816
name;2017-03-07T02:20:14.000Z;99.15145674681817
name;2017-03-07T02:20:24.000Z;99.2484219065909
name;2017-03-07T02:20:34.000Z;97.86560955477272
name;2017-03-07T02:20:44.000Z;100.11841800545453
name;2017-03-07T02:20:54.000Z;97.97845394545456
name;2017-03-07T02:21:04.000Z;96.30821111499999
name;2017-03-07T02:21:14.000Z;96.09019295977274
name;2017-03-07T02:21:24.000Z;97.71122737386361
name;2017-03-07T02:21:34.000Z;98.20463413840909
name;2017-03-07T02:21:44.000Z;96.53749373477274
name;2017-03-07T02:21:54.000Z;97.87975861431816
name;2017-03-07T02:22:04.000Z;101.1795336997727
name;2017-03-07T02:22:14.000Z;98.21074518409091
name;2017-03-07T02:22:24.000Z;101.34254279340911
name;2017-03-07T02:22:34.000Z;99.58127590204543
name;2017-03-07T02:22:44.000Z;101.06141314772724
name;2017-03-07T02:22:54.000Z;99.8798296890909
name;2017-03-07T02:23:04.000Z;100.52605711181816
name;2017-03-07T02:23:14.000Z;101.79398360159094
name;2017-03-07T02:23:24.000Z;99.80150183318183
name;2017-03-07T02:23:34.000Z;97.37337803227274
name;2017-03-07T02:23:44.000Z;100.90538906227273
name;2017-03-07T02:23:54.000Z;98.01910020363631
name;2017-03-07T02:24:04.000Z;99.1801541315909
name;2017-03-07T02:24:14.000Z;99.30830466840911
name;2017-03-07T02:24:24.000Z;100.78628602249997
name;2017-03-07T02:24:34.000Z;98.07970602272728
name;2017-03-07T02:24:44.000Z;101.84721052136364
name;2017-03-07T02:24:54.000Z;97.69008890701988
name;2017-03-07T02:25:04.000Z;101.61984149742732
name;2017-03-07T02:25:14.000Z;97.78950632272723
name;2017-03-07T02:25:24.000Z;99.78734001681818
name;2017-03-07T02:25:34.000Z;100.02777910022726
name;2017-03-07T02:25:44.000Z;98.94598968204545
name;2017-03-07T02:25:54.000Z;98.4514087679545
name;2017-03-07T02:26:04.000Z;98.43450854832551
name;2017-03-07T02:26:14.000Z;99.04999770613637
name;2017-03-07T02:26:24.000Z;99.39435320227271
name;2017-03-07T02:26:34.000Z;101.39448659386363
name;2017-03-07T02:26:44.000Z;102.12919457522727
name;2017-03-07T02:26:54.000Z;100.69944647272726
name;2017-03-07T02:27:04.000Z;100.66100929386369
name;2017-03-07T02:27:14.000Z;98.96118383977269
name;2017-03-07T02:27:24.000Z;98.57362667659093
name;2017-03-07T02:27:34.000Z;97.31796699318183
name;2017-03-07T02:27:44.000Z;99.72389609931818
name;2017-03-07T02:27:54.000Z;99.27157660522727
name;2017-03-07T02:28:04.000Z;97.84569943204546
name;2017-03-07T02:28:14.000Z;97.4098094552826
name;2017-03-07T02:28:24.000Z;98.15640752545458
name;2017-03-07T02:28:34.000Z;96.7688128845455
name;2017-03-07T02:28:44.000Z;99.01568489681814
name;2017-03-07T02:28:54.000Z;98.16080735090911
name;2017-03-07T02:29:04.000Z;96.3616477455588
name;2017-03-07T02:29:14.000Z;99.7960603181819
name;2017-03-07T02:29:24.000Z;98.57689739363632
name;2017-03-07T02:29:34.000Z;100.50467258886361
name;2017-03-07T02:29:44.000Z;99.39545121999994
name;2017-03-07T02:29:54.000Z;100.0083855177273
name;2017-03-07T02:30:04.000Z;99.1612621609091
name;2017-03-07T02:30:14.000Z;98.17772414954543
name;2017-03-07T02:30:24.000Z;98.19641946568186
name;2017-03-07T02:30:34.000Z;97.15108042068181
name;2017-03-07T02:30:44.000Z;99.12939037312964
name;2017-03-07T02:30:54.000Z;96.91140250454549
name;2017-03-07T02:31:04.000Z;96.67726059477272
name;2017-03-07T02:31:14.000Z;96.53525063499995
name;2017-03-07T02:31:24.000Z;96.82535331295455
