sep=;
Series;Time;Value
alertmanager;2017-03-07T01:18:09.000Z;6144000
alertmanager;2017-03-07T01:18:19.000Z;6148096
alertmanager;2017-03-07T01:18:29.000Z;6148096
alertmanager;2017-03-07T01:18:39.000Z;6144000
alertmanager;2017-03-07T01:18:49.000Z;6148096
cadvisor;2017-03-07T00:37:29.000Z;27435008
cadvisor;2017-03-07T00:37:39.000Z;27037696
cadvisor;2017-03-07T00:37:49.000Z;27172864
cadvisor;2017-03-07T00:37:59.000Z;27045888
cadvisor;2017-03-07T00:38:09.000Z;27398144
cadvisor;2017-03-07T00:38:19.000Z;27394048
cadvisor;2017-03-07T00:38:29.000Z;27443200
cadvisor;2017-03-07T00:38:39.000Z;27447296
cadvisor;2017-03-07T00:38:49.000Z;27586560
cadvisor;2017-03-07T00:38:59.000Z;27492352
cadvisor;2017-03-07T00:39:09.000Z;27439104
cadvisor;2017-03-07T00:39:19.000Z;27418624
cadvisor;2017-03-07T00:39:29.000Z;27406336
cadvisor;2017-03-07T00:39:39.000Z;27443200
cadvisor;2017-03-07T00:39:49.000Z;27631616
cadvisor;2017-03-07T00:39:59.000Z;27541504
cadvisor;2017-03-07T00:40:09.000Z;27475968
cadvisor;2017-03-07T00:40:19.000Z;26308608
cadvisor;2017-03-07T00:40:29.000Z;26357760
cadvisor;2017-03-07T00:40:39.000Z;26349568
cadvisor;2017-03-07T00:40:49.000Z;26521600
cadvisor;2017-03-07T00:40:59.000Z;26456064
cadvisor;2017-03-07T00:41:09.000Z;26357760
cadvisor;2017-03-07T00:41:19.000Z;26312704
cadvisor;2017-03-07T00:41:29.000Z;26357760
cadvisor;2017-03-07T00:41:39.000Z;26312704
cadvisor;2017-03-07T00:41:49.000Z;26542080
cadvisor;2017-03-07T00:41:59.000Z;26390528
cadvisor;2017-03-07T00:42:09.000Z;26349568
cadvisor;2017-03-07T00:42:19.000Z;26320896
cadvisor;2017-03-07T00:42:29.000Z;27402240
cadvisor;2017-03-07T00:42:39.000Z;27394048
cadvisor;2017-03-07T00:42:49.000Z;27594752
cadvisor;2017-03-07T00:42:59.000Z;27422720
cadvisor;2017-03-07T00:43:09.000Z;27389952
cadvisor;2017-03-07T00:43:19.000Z;27369472
cadvisor;2017-03-07T00:43:29.000Z;27426816
cadvisor;2017-03-07T00:43:39.000Z;27430912
cadvisor;2017-03-07T00:43:49.000Z;27619328
cadvisor;2017-03-07T00:43:59.000Z;27471872
cadvisor;2017-03-07T00:44:09.000Z;27414528
cadvisor;2017-03-07T00:44:19.000Z;27373568
cadvisor;2017-03-07T00:44:29.000Z;27418624
cadvisor;2017-03-07T00:44:39.000Z;27414528
cadvisor;2017-03-07T00:44:49.000Z;27561984
cadvisor;2017-03-07T00:44:59.000Z;27504640
cadvisor;2017-03-07T00:45:09.000Z;27398144
cadvisor;2017-03-07T00:45:19.000Z;27377664
cadvisor;2017-03-07T00:45:29.000Z;27369472
cadvisor;2017-03-07T00:45:39.000Z;27406336
cadvisor;2017-03-07T00:45:49.000Z;27516928
cadvisor;2017-03-07T00:45:59.000Z;27406336
cadvisor;2017-03-07T00:46:09.000Z;27377664
cadvisor;2017-03-07T00:46:19.000Z;27369472
cadvisor;2017-03-07T00:46:29.000Z;27410432
cadvisor;2017-03-07T00:46:39.000Z;27389952
cadvisor;2017-03-07T00:46:49.000Z;27525120
cadvisor;2017-03-07T00:46:59.000Z;27398144
cadvisor;2017-03-07T00:47:09.000Z;27373568
cadvisor;2017-03-07T00:47:19.000Z;27365376
cadvisor;2017-03-07T00:47:29.000Z;27414528
cadvisor;2017-03-07T00:47:39.000Z;27389952
cadvisor;2017-03-07T00:47:49.000Z;26529792
cadvisor;2017-03-07T00:47:59.000Z;26382336
cadvisor;2017-03-07T00:48:09.000Z;26341376
cadvisor;2017-03-07T00:48:19.000Z;26329088
cadvisor;2017-03-07T00:48:29.000Z;26378240
cadvisor;2017-03-07T00:48:39.000Z;26357760
cadvisor;2017-03-07T00:48:49.000Z;26521600
cadvisor;2017-03-07T00:48:59.000Z;26415104
cadvisor;2017-03-07T00:49:09.000Z;26365952
cadvisor;2017-03-07T00:49:19.000Z;26329088
cadvisor;2017-03-07T00:49:29.000Z;26382336
cadvisor;2017-03-07T00:49:39.000Z;26382336
cadvisor;2017-03-07T00:49:49.000Z;26492928
cadvisor;2017-03-07T00:49:59.000Z;26394624
cadvisor;2017-03-07T00:50:09.000Z;26345472
cadvisor;2017-03-07T00:50:19.000Z;26333184
cadvisor;2017-03-07T00:50:29.000Z;26329088
cadvisor;2017-03-07T00:50:39.000Z;26357760
cadvisor;2017-03-07T00:50:49.000Z;26574848
cadvisor;2017-03-07T00:50:59.000Z;26472448
cadvisor;2017-03-07T00:51:09.000Z;26349568
